run num,date,starttime ,,starttime ,start time,endtime ,duration,Acc power,exp. target,HD-Target ,Beam Pol,K1.8D1,K1.8mom,ESS,"CM
(1/2)",beam,Trig,1st trig Req,1st trig Acc,Solenoid,Ushiwaka,FT,SYIM,TM,beam,kaon,pion,MomS+,MomS-,MS+,MS-,IF-H +,IF-H-,IF-V +,IF-V-,DEF,Comment,Log Note,k- purity,"K- on target 
(DEF)","K- on target
(DEF*0.7)","Integrated K- on target
(DEF*0.7)",integrated time,kW*week,integrated kW*week,achievement rate,CDH1*K*n scaler,CDH1*K*p scaler,DAQ eff.,CDH1*K*n,CDH1*K*p,integrated CDH1*K*n,integrated CDH1*K*p
226,,,,,2016/6/13 23:14,2016/6/14 0:14,00:59:47,40.92,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.8k,9.6k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:24:00,115.0M,80.5M,8.5G,104:35,0.24 ,25.50 ,,,,,,,,
227,,,,,2016/6/14 0:14,2016/6/14 1:14,00:59:50,40.85,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,8.8k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:25:26,114.5M,80.1M,8.6G,105:35,0.24 ,25.74 ,,,,,,,,
228,,,,,2016/6/14 1:14,2016/6/14 2:14,00:59:01,40.9,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.1k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:22:34,114.7M,80.3M,8.7G,106:34,0.24 ,25.98 ,,,,,,,,
229,,,,,2016/6/14 2:14,2016/6/14 3:15,00:58:44,40.78,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.7k,9.4k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:28:19,112.9M,79.1M,8.8G,107:33,0.23 ,26.21 ,,,,,,,,
230,,,,,2016/6/14 3:15,2016/6/14 4:16,00:59:47,40.66,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:21:07,114.3M,80.0M,8.8G,108:32,0.24 ,26.45 ,,,,,,,,
231,,,,,2016/6/14 4:16,2016/6/14 5:16,01:00:03,40.61,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.8k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:18:14,116.0M,81.2M,8.9G,109:32,0.24 ,26.69 ,,,,,,,,
232,,,,,2016/6/14 5:16,2016/6/14 6:15,00:59:34,40.87,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.8k,8.7k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:25:26,114.8M,80.3M,9.0G,110:32,0.24 ,26.93 ,,,,,,,,
233,,,,,2016/6/14 6:15,2016/6/14 7:15,00:59:29,40.96,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.6k,9.3k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:26:53,115.1M,80.6M,9.1G,111:31,0.24 ,27.17 ,,,,,,,,
234,,,,,2016/6/14 7:16,2016/6/14 8:17,01:01:01,40.96,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production] CVC-21t 1385->1365V,,23:26:53,119.4M,83.6M,9.2G,112:32,0.25 ,27.42 ,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[junk],,,,,,,,,,,,,,,,
236,,,,,2016/6/14 8:23,2016/6/14 9:24,01:00:14,40.88,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:21:07,117.5M,82.3M,9.2G,113:33,0.24 ,27.66 ,,,,,,,,
237,,,,,2016/6/14 9:26,2016/6/14 9:30,00:03:44,40.88,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[BPD calib] D5=-1866,,,,,,,,,,,,,,,,
238,,,,,2016/6/14 9:30,2016/6/14 9:34,00:03:45,40.88,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[BPD calib] D5=-1366,,,,,,,,,,,,,,,,
239,,,,,2016/6/14 9:35,2016/6/14 9:37,00:02:21,40.88,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  -1900A,,,,,,,,,,,,,,,,
240,,,,,2016/6/14 9:38,2016/6/14 9:40,00:02:20,40.88,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  -1550A,,,,,,,,,,,,,,,,
241,,,,,2016/6/14 9:40,2016/6/14 9:43,00:02:22,40.88,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  -1200A,,,,,,,,,,,,,,,,
242,,,,,2016/6/14 9:43,2016/6/14 9:45,00:02:13,40.88,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  -900A,,,,,,,,,,,,,,,,
243,,,,,2016/6/14 9:46,2016/6/14 9:48,00:02:44,40.88,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  -600A,,,,,,,,,,,,,,,,
244,,,,,2016/6/14 9:49,2016/6/14 9:51,00:02:23,40.88,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  -300A,,,,,,,,,,,,,,,,
245,,,,,2016/6/14 9:51,2016/6/14 9:54,00:02:19,40.88,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  0A,,,,,,,,,,,,,,,,
246,,,,,2016/6/14 9:54,2016/6/14 9:56,00:02:21,40.88,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  350A,,,,,,,,,,,,,,,,
247,,,,,2016/6/14 9:57,2016/6/14 9:59,00:02:23,40.88,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  700A,,,,,,,,,,,,,,,,
248,,,,,2016/6/14 10:01,2016/6/14 11:01,00:58:54,40.9,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.83,-0.26,on,[D2 production],,23:24:00,113.3M,79.3M,9.3G,114:32,0.24 ,27.90 ,,,,,,,,
249,,,,,2016/6/14 11:01,2016/6/14 12:01,01:00:00,40.6,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.83,-0.26,on,[D2 production],,23:22:34,117.4M,82.2M,9.4G,115:32,0.24 ,28.14 ,,,,,,,,
250,,,,,2016/6/14 12:01,2016/6/14 12:38,00:35:29,40.85,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.6k,8.6k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.83,-0.26,on,[D2 production],,23:24:17,68.1M,47.7M,9.5G,116:07,0.14 ,28.28 ,,,,,,,,
251,,,,,2016/6/14 12:53,2016/6/14 13:54,00:59:26,41.05,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.7k,9.4k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.83,-0.26,on,[D2 production],,23:25:26,114.5M,80.2M,9.5G,117:06,0.24 ,28.52 ,,,,,,,,
252,,,,,2016/6/14 13:54,2016/6/14 14:55,01:00:03,40.99,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.83,-0.26,on,[D2 production],,23:25:26,117.1M,82.0M,9.6G,118:07,0.24 ,28.77 ,,,,,,,,
253,,,,,2016/6/14 14:55,2016/6/14 16:01,00:59:04,40.55,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.83,-0.26,on,[D2 production],,23:24:00,114.8M,80.4M,9.7G,119:06,0.24 ,29.00 ,,,,,,,,
254,,,,,2016/6/14 16:01,2016/6/14 17:01,00:53:35,41.04,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:19:49,101.9M,71.4M,9.8G,119:59,0.22 ,29.22 ,,,,,,,,
255,,,,,2016/6/14 17:01,2016/6/14 18:02,00:55:15,40.94,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9.2k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:23:34,107.7M,75.4M,9.8G,120:54,0.22 ,29.44 ,,,,,,,,
256,,,,,2016/6/14 18:02,2016/6/14 19:02,01:00:06,41.06,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:29:28,116.4M,81.5M,9.9G,121:55,0.24 ,29.69 ,,,,,,,,
257,,,,,2016/6/14 19:02,2016/6/14 20:02,00:59:04,40.8,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:24:35,113.5M,79.5M,10.0G,122:54,0.24 ,29.92 ,,,,,,,,
258,,,,,2016/6/14 20:02,2016/6/14 20:15,00:12:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[cosmic-ray only],,,,,,,,,,,,,,,,
259,,,,,2016/6/14 20:20,2016/6/14 21:20,01:00:01,40.76,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.7k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:25:26,115.7M,81.0M,10.1G,123:54,0.24 ,30.17 ,,,,,,,,
260,,,,,2016/6/14 21:20,2016/6/14 21:50,00:28:48,40.9,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:25:26,54.5M,38.1M,10.1G,124:22,0.11 ,30.28 ,,,,,,,,
261,,,,,2016/6/14 22:03,2016/6/14 22:16,00:13:18,40.74,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:20:59,25.0M,17.5M,10.1G,124:36,0.05 ,30.33 ,,,,,,,,
262,,,,,2016/6/14 22:23,2016/6/14 23:23,00:59:38,41,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.7k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:26:53,114.4M,80.1M,10.2G,125:35,0.24 ,30.57 ,,,,,,,,
263,,,,,2016/6/14 23:23,2016/6/15 0:22,00:59:12,41.13,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.83,-0.26,on,[D2 production],,23:28:19,115.2M,80.6M,10.3G,126:35,0.24 ,30.81 ,,,,,,,,
264,,,,,2016/6/15 0:22,2016/6/15 1:24,01:00:20,40.64,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.9k,9.7k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:21:07,115.3M,80.7M,10.4G,127:35,0.24 ,31.06 ,,,,,,,,
265,,,,,2016/6/15 1:24,2016/6/15 2:25,00:59:06,41.06,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.8k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production] DEF-bias - 0.1V,,23:24:00,114.4M,80.1M,10.5G,128:34,0.24 ,31.30 ,,,,,,,,
266,,,,,2016/6/15 2:25,2016/6/15 3:25,00:59:29,41.06,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.7k,9.4k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.8,3.29,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:18:14,113.9M,79.7M,10.5G,129:33,0.24 ,31.54 ,,,,,,,,
267,,,,,2016/6/15 3:25,2016/6/15 4:26,01:00:38,40.9,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.6k,8.6k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.8,3.29,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:28:19,116.0M,81.2M,10.6G,130:34,0.24 ,31.78 ,,,,,,,,
268,,,,,2016/6/15 4:26,2016/6/15 5:27,01:00:29,41.11,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.8k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.8,3.29,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:21:07,115.4M,80.8M,10.7G,131:35,0.24 ,32.02 ,,,,,,,,
269,,,,,2016/6/15 5:28,2016/6/15 5:29,00:01:46,40.88,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,8.7k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:29:46,1.9M,1.4M,10.7G,131:36,0.00 ,32.03 ,,,,,,,,
270,,,,,2016/6/15 6:12,2016/6/15 6:27,00:15:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[cosmic-ray only],,,,,,,,,,,,,,,,
271,,,,,2016/6/15 6:46,2016/6/15 7:47,00:59:50,40.51,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.8k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:22:34,114.5M,80.1M,10.8G,132:36,0.24 ,32.27 ,,,,,,,,
272,,,,,2016/6/15 7:47,2016/6/15 8:47,00:59:01,40.9,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.1k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.83,-0.26,on,[D2 production],,23:32:38,116.2M,81.3M,10.9G,133:35,0.24 ,32.51 ,,,,,,,,
273,,,,,2016/6/15 8:48,2016/6/15 8:53,00:04:46,40.9,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,,,,,,,,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.83,-0.26,on,[BPD calib] D5=-1866A,,,,,,,,,,,,,,,,
274,,,,,2016/6/15 8:53,2016/6/15 8:57,00:03:44,40.9,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,,,,,,,,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.83,-0.26,on,[BPD calib] D5=-1366A,,,,,,,,,,,,,,,,
275,,,,,2016/6/15 8:57,2016/6/15 9:00,00:02:44,40.9,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,,,,,,,,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.83,-0.26,on,[Ushiwaka scan] -1550A ~ -900A,,,,,,,,,,,,,,,,
276,,,,,2016/6/16 11:15,2016/6/16 11:20,00:04:15,41.12,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.27,on,"[BPD calib] D5=-1866A, BLDCs tripped -> stopped",,,,,,,,,,,,,,,,
277,,,,,2016/6/16 11:20,2016/6/16 11:23,00:03:12,41.12,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.27,on,[BPD calib] D5=-1866A,,,,,,,,,,,,,,,,
278,,,,,2016/6/16 11:23,2016/6/16 11:27,00:03:47,41.12,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.27,on,[BPD calib] D5=-1366A,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[junk],,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[junk],,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[junk],,,,,,,,,,,,,,,,
282,,,,,2016/6/16 11:47,2016/6/16 11:50,00:02:26,41.12,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.27,on,[Ushiwaka scan ]  -1900A,,,,,,,,,,,,,,,,
283,,,,,2016/6/16 11:50,2016/6/16 11:52,00:02:21,41.12,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.27,on,[Ushiwaka scan ]  -1550A,,,,,,,,,,,,,,,,
